postcode,lat,lon
TN355DN,50.88219,0.61680
TN355JU,50.86534,0.60410
TN355NA,50.86341,0.59808
TN355NJ,50.86207,0.59809
TN364BX,50.91705,0.66519
TN364ED,50.92316,0.70945
TN376EU,50.85743,0.56531
TN376JJ,50.86020,0.55834
TN376RT,50.86262,0.56293
TN377EA,50.87244,0.55570
TN377LR,50.88431,0.55613
TN380NX,50.85574,0.54536
TN388BX,50.85890,0.53566
TN388HH,50.85823,0.53404
TN389DS,50.87651,0.55012
TN389JU,50.87589,0.54851
TN389PB,50.87531,0.53793
TN389TE,50.86870,0.52672
TN38EJ,51.09889,0.39179
TN394BY,50.85499,0.45532
TN394ED,50.85499,0.45532
TN394HS,50.84633,0.46698
TN394SQ,50.84430,0.43559
TN395HA,50.85681,0.46872
TN39DX,51.09758,0.26839
TN39SF,51.10969,0.18493
TN401QE,50.84298,0.47576
TN401SE,50.84200,0.48450
TN402AT,50.84710,0.47360
TN402LU,50.85140,0.48483
TN402ND,50.84950,0.49289
TN402PU,50.84628,0.50265
TN40JY,51.15486,0.25233
TN40RJ,51.16437,0.25425
TN48FA,51.13621,0.26034
TN48LN,51.12063,0.23995
TN48RZ,51.13522,0.22720
TN49AL,51.14886,0.26477
TN49DY,51.15346,0.27174
TN49EW,51.14894,0.26801
TN49PG,51.14290,0.26109
TN49SH,51.14269,0.24792
TN49SU,51.13943,0.24277
TN49TX,51.14855,0.25996
TN49UJ,51.14479,0.25828
TN49XB,51.15087,0.26109
TN49XL,51.14868,0.25553
TN56AZ,51.06035,0.34022
TN56SR,51.06612,0.33362
TN57DH,51.04715,0.41615
TN57EN,51.03181,0.37535
TN61BN,51.05400,0.15722
TN61SD,51.06602,0.14629
TN62AS,51.05550,0.17197
TN62HW,51.04927,0.17307
TN62LB,51.05481,0.16689
TN62SD,51.05474,0.16946
TN63NA,51.04719,0.22054
TN63PJ,51.05923,0.25708
TN63RG,51.03470,0.17869
TN74AA,51.10270,0.11065
TN74BP,51.10462,0.13896
TN85AB,51.19891,0.06419
TN86NE,51.21542,0.10058
TN86RP,51.23712,0.06675
TN87AH,51.18594,0.14646
TN87NH,51.18359,0.11042
TN91HR,51.19788,0.27347
TN92DQ,51.18856,0.28045
TN92HE,51.18845,0.28305
TN92JP,51.18413,0.28045
TN92JR,51.18388,0.27471
TN92PH,51.18820,0.26043
TN92PN,51.18811,0.26467
TN92TP,51.19011,0.26312
TQ109JN,50.42522,-3.83062
TQ110DD,50.48037,-3.78077
TQ110EA,50.49021,-3.77722
TQ11SB,50.46861,-3.51570
TQ11TG,50.47200,-3.52708
TQ121DH,50.51996,-3.59692
TQ121PR,50.53085,-3.63051
TQ121PT,50.53384,-3.62106
TQ121TX,50.53111,-3.61660
TQ122AU,50.53101,-3.60617
TQ122DJ,50.53198,-3.60189
TQ122JX,50.52989,-3.60941
TQ122NF,50.53351,-3.61454
TQ122QA,50.53408,-3.60525
TQ123BQ,50.54516,-3.59478
TQ123JG,50.55342,-3.60229
TQ123LP,50.55217,-3.59260
TQ124BD,50.52816,-3.58762
TQ124HD,50.52933,-3.58735
TQ124QE,50.52379,-3.52992
TQ125HN,50.50143,-3.57592
TQ125NS,50.50898,-3.61429
TQ125QL,50.48491,-3.64250
TQ126DP,50.50774,-3.66137
TQ126JB,50.55441,-3.67775
TQ126SB,50.56887,-3.65539
TQ126YS,50.52116,-3.62643
TQ12JQ,50.46756,-3.50579
TQ130EU,50.58531,-3.63220
TQ130LS,50.60132,-3.59866
TQ137DW,50.51463,-3.75283
TQ137EW,50.52482,-3.74555
TQ137LY,50.48399,-3.72910
TQ137TB,50.57550,-3.81297
TQ138BZ,50.67667,-3.83641
TQ138NA,50.66096,-3.76921
TQ139HZ,50.59425,-3.67606
TQ139QB,50.61556,-3.65332
TQ139RE,50.57313,-3.71628
TQ13PE,50.47551,-3.52351
TQ13RN,50.47369,-3.51595
TQ140DD,50.54034,-3.50964
TQ148SE,50.56257,-3.50365
TQ149BB,50.55146,-3.51380
TQ149DT,50.55175,-3.51035
TQ149HZ,50.55044,-3.49855
TQ149RJ,50.55087,-3.54503
TQ14AZ,50.47460,-3.53500
TQ14DN,50.47646,-3.54473
TQ14NT,50.48089,-3.52872
TQ14NZ,50.48281,-3.52643
TQ14PA,50.48212,-3.52826
TQ14QH,50.48595,-3.52477
TQ14RN,50.48521,-3.52981
TQ26AP,50.46743,-3.54480
TQ26DB,50.47475,-3.55119
TQ26ES,50.47479,-3.56073
TQ26UY,50.45507,-3.55766
TQ27DY,50.47704,-3.55349
TQ27EL,50.47614,-3.55703
TQ27NF,50.48005,-3.56400
TQ27NU,50.48035,-3.54238
TQ28JA,50.48906,-3.54011
TQ28JE,50.48876,-3.54265
TQ28NH,50.49636,-3.52552
TQ28NL,50.49528,-3.52666
TQ28NU,50.49613,-3.52963
TQ31PD,50.45769,-3.59864
TQ32AL,50.44300,-3.56432
TQ32SH,50.43897,-3.57010
TQ32SY,50.44100,-3.56880
TQ33WA,50.43011,-3.58593
TQ33XA,50.44151,-3.58942
TQ33YA,50.43058,-3.60150
TQ45BA,50.43264,-3.56893
TQ45EW,50.43167,-3.57004
TQ45PJ,50.42977,-3.57751
TQ47AW,50.41048,-3.57147
TQ47RQ,50.41916,-3.58171
TQ50EE,50.38574,-3.52362
TQ50LN,50.39601,-3.55862
TQ50LT,50.39543,-3.56421
TQ58BL,50.39636,-3.51615
TQ59HF,50.39251,-3.50696
TQ59NH,50.38700,-3.52019
TQ60QA,50.32556,-3.60477
TQ69HW,50.34671,-3.59580
TQ71NL,50.28959,-3.76676
TQ71PL,50.28072,-3.78315
TQ72AL,50.27041,-3.74776
TQ72SJ,50.27412,-3.68088
TQ73NB,50.27372,-3.85662
TQ73PP,50.28048,-3.79300
TQ73RN,50.24410,-3.81297
TQ74BY,50.32518,-3.79939
TQ74LB,50.31453,-3.83571
TQ88AG,50.23762,-3.77709
TQ95ED,50.43048,-3.68735
TQ95JX,50.43785,-3.69551
TQ95TZ,50.42903,-3.67772
TQ96BL,50.48377,-3.69089
TQ96JD,50.44614,-3.71037
TQ96JU,50.44830,-3.71160
TQ96LH,50.43873,-3.64995
TQ96ST,50.40446,-3.62436
TQ97BE,50.34657,-3.68185
TQ97NY,50.39671,-3.79098
TQ97RE,50.32218,-3.72897
TQ97TA,50.39361,-3.71146
TR108PZ,50.16749,-5.11671
TR108RA,50.16922,-5.11777
TR109HB,50.16575,-5.12984
TR112BB,50.15788,-5.07907
TR114EP,50.14897,-5.07326
TR114HU,50.14663,-5.07891
TR114LH,50.15797,-5.09522
TR114PW,50.15004,-5.09183
TR114SU,50.15016,-5.09479
TR115AG,50.12021,-5.17767
TR115HQ,50.11379,-5.10761
TR115SE,50.18714,-5.08054
TR115TX,50.16457,-5.06905
TR11BN,50.26976,-5.04733
TR11LH,50.26621,-5.03694
TR11TE,50.27052,-5.00969
TR11TN,50.26700,-5.02987
TR126AY,50.07274,-5.21438
TR126HR,50.08297,-5.12791
TR126NQ,50.04940,-5.08619
TR126SA,50.02146,-5.09693
TR127DF,50.02499,-5.24290
TR127EB,50.02526,-5.23747
TR127JN,49.99380,-5.18238
TR127PB,49.96912,-5.20144
TR130AE,50.11991,-5.30583
TR130DQ,50.12750,-5.27205
TR130EG,50.15998,-5.21966
TR130NG,50.10652,-5.23697
TR130PX,50.13160,-5.25025
TR138AR,50.10089,-5.26688
TR138JF,50.09488,-5.27468
TR138NR,50.10693,-5.27350
TR138UP,50.10463,-5.27371
TR139BX,50.09099,-5.31227
TR139PZ,50.10511,-5.33564
TR139RB,50.13386,-5.34973
TR13AS,50.26107,-5.06710
TR13BJ,50.26207,-5.05952
TR13PQ,50.26316,-5.07326
TR13RJ,50.26895,-5.05779
TR140DA,50.21885,-5.32982
TR140LG,50.17353,-5.30366
TR140QN,50.20130,-5.31119
TR147AE,50.20991,-5.29579
TR147DT,50.21344,-5.30425
TR147DW,50.21176,-5.30434
TR147GA,50.21785,-5.30629
TR147PN,50.21289,-5.30941
TR147PP,50.21409,-5.31216
TR147RH,50.20851,-5.29761
TR148DJ,50.21783,-5.28924
TR148PG,50.22200,-5.29205
TR149ED,50.19435,-5.27572
TR151LU,50.23802,-5.22767
TR151NA,50.23714,-5.22580
TR151TA,50.23448,-5.23851
TR152QN,50.23012,-5.22782
TR152SZ,50.22945,-5.22918
TR153JL,50.23303,-5.25775
TR153PZ,50.23040,-5.27150
TR164AY,50.24722,-5.22050
TR164LU,50.26047,-5.28298
TR164SW,50.25111,-5.26749
TR165LG,50.23556,-5.18378
TR166AZ,50.21498,-5.19937
TR166ND,50.18978,-5.24970
TR166RB,50.20473,-5.23966
TR170DG,50.12540,-5.46523
TR182AT,50.12529,-5.53697
TR182TG,50.12490,-5.54089
TR183BJ,50.13207,-5.52464
TR183JT,50.12809,-5.55705
TR183JZ,50.12534,-5.55769
TR183NX,50.12719,-5.53877
TR184HP,50.11433,-5.53967
TR184QD,50.11391,-5.54796
TR185QA,50.10811,-5.55006
TR196BB,50.07407,-5.62096
TR196HD,50.06065,-5.65422
TR196QQ,50.08512,-5.53898
TR197AW,50.07589,-5.69024
TR197JU,50.12430,-5.68342
TR197JX,50.12468,-5.68696
TR197SE,50.15064,-5.66629
TR208EX,50.14569,-5.48170
TR208NB,50.17094,-5.50686
TR208SP,50.13200,-5.56473
TR208TP,50.12442,-5.54894
TR208UH,50.12373,-5.54797
TR208XR,50.15276,-5.56809
TR209DR,50.13143,-5.42234
TR209QY,50.11424,-5.38118
TR210NA,49.91398,-6.30911
TR24DY,50.31649,-4.92837
TR24LE,50.29417,-4.95171
TR24PL,50.32074,-4.95821
TR24SB,50.29880,-4.90204
TR25BP,50.16004,-5.01660
TR25ED,50.17742,-4.98181
TR25QA,50.21872,-4.92284
TR25RP,50.27039,-4.91038
TR25SE,50.27281,-4.89992
TR261DH,50.20830,-5.48686
TR261DN,50.20819,-5.48785
TR262BB,50.20181,-5.48018
TR262SQ,50.19108,-5.46514
TR274AH,50.18255,-5.41700
TR274DN,50.18480,-5.41065
TR274DR,50.18739,-5.41025
TR275DH,50.20425,-5.37754
TR275LA,50.18783,-5.34922
TR276AA,50.15972,-5.35619
TR276HN,50.16651,-5.43053
TR36AY,50.24241,-5.06195
TR36DH,50.26134,-5.10968
TR36LT,50.26004,-5.10307
TR36PA,50.21268,-5.09345
TR37DH,50.18987,-5.17885
TR37HY,50.19847,-5.14607
TR37LA,50.20912,-5.12253
TR48BA,50.28247,-5.20516
TR48ES,50.27125,-5.18045
TR48PZ,50.25441,-5.15708
TR48RW,50.22120,-5.14017
TR49BJ,50.31095,-5.02588
TR49DA,50.28825,-5.07959
TR49QD,50.34237,-5.11012
TR50LZ,50.31151,-5.20714
TR50XW,50.31496,-5.18067
TR60EU,50.34167,-5.15017
TR72LU,50.41153,-5.07862
TR72NL,50.41452,-5.07184
TR72SR,50.40743,-5.06999
TR73BH,50.41692,-5.05767
TR73BW,50.41403,-5.05762
TR73JA,50.41979,-5.04883
TR73JF,50.41844,-5.04826
TR84EP,50.45416,-4.99720
TR84FX,50.41298,-5.04006
TR85EA,50.36771,-4.96948
TR85HE,50.38061,-5.11428
TR85ND,50.36579,-5.05715
TR96QZ,50.39250,-4.93293
TR96RW,50.43215,-4.94385
TS101LS,54.60993,-1.07679
TS101NL,54.60746,-1.08036
TS101PA,54.61341,-1.07638
TS101PJ,54.61182,-1.07566
TS101QY,54.61650,-1.08213
TS102HN,54.60582,-1.05945
TS102JZ,54.60704,-1.05248
TS102PU,54.59946,-1.05376
TS103JL,54.61532,-1.05963
TS103PG,54.60923,-1.04917
TS104AB,54.60551,-1.08138
TS104HH,54.59991,-1.07790
TS104HS,54.59770,-1.07486
TS104JH,54.60622,-1.06741
TS104QR,54.58832,-1.07970
TS105LY,54.60408,-1.09971
TS116AE,54.59230,-1.02605
TS116AR,54.59649,-1.02081
TS117BL,54.59170,-1.01639
TS118BN,54.57864,-1.04285
TS121HJ,54.57924,-0.98125
TS122LR,54.56331,-0.97151
TS122SJ,54.56926,-0.94623
TS122UW,54.57058,-0.94729
TS122XR,54.56617,-0.93352
TS123BL,54.54194,-0.98398
TS123DU,54.53703,-0.96184
TS12AD,54.57476,-1.22744
TS134AD,54.56256,-0.90681
TS134PZ,54.54745,-0.89169
TS134RL,54.55470,-0.89515
TS134XD,54.55841,-0.89045
TS135AU,54.55297,-0.79058
TS135HA,54.53724,-0.77537
TS13JR,54.57063,-1.22864
TS146JA,54.54086,-1.05589
TS146RD,54.54110,-1.04508
TS147BS,54.52805,-1.04900
TS148AA,54.52643,-1.06880
TS148DN,54.52979,-1.08025
TS148DW,54.52953,-1.07917
TS14NP,54.56525,-1.24665
TS14NT,54.56778,-1.24401
TS150EQ,54.44816,-1.28151
TS159ET,54.49588,-1.35017
TS159HF,54.50126,-1.35064
TS159LX,54.48309,-1.33398
TS159RJ,54.50624,-1.33331
TS159TF,54.49613,-1.35764
TS15NQ,54.57332,-1.24627
TS160BE,54.53454,-1.34523
TS160EU,54.52090,-1.35758
TS160LA,54.52448,-1.37635
TS160NG,54.52074,-1.36244
TS169BT,54.51403,-1.35265
TS169ES,54.52316,-1.34847
TS170BY,54.53564,-1.30288
TS170LW,54.50673,-1.30688
TS170QP,54.51538,-1.31637
TS170RJ,54.52366,-1.30778
TS175BL,54.51816,-1.32068
TS175GA,54.52768,-1.32062
TS176NE,54.55215,-1.29900
TS177JJ,54.55302,-1.29563
TS178AP,54.54978,-1.29935
TS178PW,54.54487,-1.30320
TS179DB,54.54197,-1.29113
TS179DE,54.54345,-1.29194
TS179JP,54.53353,-1.28944
TS179RA,54.53077,-1.28675
TS181QX,54.56594,-1.31774
TS182HU,54.57199,-1.30280
TS183JB,54.55794,-1.32045
TS183SY,54.55771,-1.31630
TS184DA,54.56112,-1.32656
TS184LE,54.56665,-1.34137
TS185BS,54.55689,-1.34272
TS190DW,54.57192,-1.32588
TS190FB,54.58098,-1.32564
TS190JD,54.57107,-1.35516
TS190QH,54.57108,-1.34668
TS190SE,54.57291,-1.32946
TS190TS,54.57423,-1.34630
TS197AJ,54.56273,-1.35095
TS197HA,54.56955,-1.35598
TS197PL,54.56772,-1.35857
TS197PW,54.56728,-1.35971
TS197QU,54.55982,-1.35853
TS198BU,54.58157,-1.34336
TS198DE,54.58395,-1.34444
TS198TF,54.58114,-1.36488
TS198WF,54.58213,-1.35850
TS199AD,54.58203,-1.33664
TS199LF,54.58997,-1.34590
TS201BZ,54.58842,-1.32023
TS201HR,54.58970,-1.31635
TS201QY,54.58812,-1.32548
TS201SN,54.59815,-1.31672
TS202AY,54.57493,-1.30807
TS202RD,54.58194,-1.29969
TS211DL,54.54150,-1.41222
TS211HD,54.58647,-1.43572
TS211JD,54.60658,-1.41654
TS212BJ,54.65191,-1.45094
TS213DA,54.65842,-1.44837
TS213DD,54.65741,-1.44319
TS214AU,54.68415,-1.43515
TS21SY,54.59056,-1.23571
TS225BX,54.61436,-1.30807
TS225EG,54.61717,-1.31058
TS225LN,54.62330,-1.30341
TS225LU,54.61715,-1.31349
TS231BE,54.59678,-1.28605
TS231LJ,54.59920,-1.28414
TS232BS,54.61258,-1.29813
TS232BU,54.61803,-1.29678
TS232HJ,54.60950,-1.28465
TS232RG,54.60447,-1.29195
TS233DX,54.61364,-1.27041
TS233HB,54.61700,-1.28231
TS233LH,54.62011,-1.27146
TS233NN,54.61626,-1.27444
TS233NR,54.61662,-1.27819
TS240DX,54.70230,-1.19443
TS240HG,54.70052,-1.18667
TS247HT,54.68286,-1.20646
TS247LE,54.68148,-1.20889
TS248EY,54.69386,-1.21658
TS248NQ,54.69613,-1.21796
TS248PJ,54.69809,-1.22886
TS249BP,54.70569,-1.22751
TS249PA,54.70996,-1.23075
TS249PB,54.71024,-1.23168
TS249SD,54.71625,-1.24437
TS251BZ,54.65815,-1.19011
TS251HN,54.65811,-1.21183
TS251SQ,54.67802,-1.21299
TS252EU,54.63987,-1.23654
TS252LY,54.65373,-1.23408
TS253BG,54.65957,-1.23054
TS253JL,54.66078,-1.23504
TS253PS,54.65723,-1.24125
TS253PU,54.65695,-1.24345
TS254BT,54.66190,-1.24358
TS254EZ,54.67756,-1.23629
TS254HA,54.67554,-1.23646
TS254JY,54.67247,-1.24034
TS255AJ,54.67303,-1.21763
TS255BA,54.66890,-1.21708
TS255JR,54.67205,-1.23263
TS260BU,54.68430,-1.25456
TS260LQ,54.68802,-1.24784
TS260TB,54.69622,-1.23823
TS260TJ,54.69706,-1.23872
TS268NL,54.69076,-1.23158
TS268RL,54.68700,-1.22079
TS269LY,54.68088,-1.22790
TS273AP,54.70825,-1.27416
TS273EG,54.68464,-1.29769
TS273PN,54.71085,-1.24832
TS274HE,54.74637,-1.28849
TS274NA,54.74859,-1.29339
TS274PT,54.73691,-1.31316
TS274RY,54.71915,-1.34305
TS285AN,54.72737,-1.37893
TS285AQ,54.72688,-1.38021
TS285AX,54.73171,-1.37720
TS285BD,54.73321,-1.38051
TS296BP,54.72220,-1.41260
TS296HY,54.69482,-1.42558
TS296JU,54.69570,-1.42653
TS30AA,54.55001,-1.19695
TS30QS,54.55294,-1.17904
TS30RH,54.55445,-1.17574
TS36LB,54.57094,-1.21419
TS36PX,54.56923,-1.20921
TS37EA,54.55169,-1.20114
TS37HD,54.55371,-1.20401
TS37QH,54.56055,-1.20956
TS38NL,54.56502,-1.19451
TS38PW,54.56140,-1.20090
TS38RD,54.55830,-1.19714
TS38RE,54.55565,-1.19769
TS39DB,54.56669,-1.19257
TS39HD,54.56677,-1.17851
TS39NH,54.56024,-1.18248
TS42DS,54.56943,-1.22025
TS42NT,54.56392,-1.22544
TS43AP,54.55491,-1.22614
TS43JS,54.54752,-1.23517
TS43JW,54.54382,-1.22944
TS43PT,54.53896,-1.21856
TS43QH,54.54055,-1.21936
TS43RG,54.54119,-1.21855
TS54AG,54.56633,-1.26266
TS54DY,54.56596,-1.25730
TS54QQ,54.55288,-1.26613
TS56EA,54.55811,-1.24810
TS56QS,54.55712,-1.23671
TS57JY,54.54183,-1.24435
TS57NJ,54.54642,-1.23899
TS57RU,54.55186,-1.24756
TS57YN,54.53522,-1.23949
TS58NU,54.53956,-1.25455
TS58PB,54.54406,-1.26072
TS58RZ,54.53558,-1.26156
TS58SQ,54.53597,-1.25868
TS60BZ,54.56116,-1.16308
TS60DD,54.56407,-1.16687
TS60NP,54.55334,-1.15347
TS60RZ,54.55609,-1.14650
TS66SP,54.57460,-1.16972
TS66SY,54.57162,-1.17029
TS67AD,54.57258,-1.14634
TS67JA,54.57500,-1.14784
TS67NA,54.56881,-1.14503
TS68AD,54.56593,-1.14099
TS68DY,54.57009,-1.11507
TS69AG,54.56693,-1.16160
TS70AG,54.53065,-1.18208
TS70JL,54.52409,-1.17761
TS70LA,54.53230,-1.16305
TS70PZ,54.52825,-1.18551
TS78DU,54.53114,-1.19891
TS78LP,54.52514,-1.19971
TS78RH,54.53658,-1.21350
TS79AB,54.54886,-1.18022
TS79JF,54.55007,-1.17370
TS79LF,54.55022,-1.17529
TS80GA,54.52392,-1.22252
TS80RJ,54.52422,-1.21893
TS80TE,54.52466,-1.20944
TS80UG,54.51687,-1.21694
TS89HL,54.52446,-1.23705
TS89HU,54.52437,-1.23342
TS89SJ,54.52267,-1.25258
TS95AL,54.46754,-1.18298
TS95EW,54.47212,-1.18964
TS96EP,54.49428,-1.12756
TS96LL,54.44996,-1.10397
TS96NN,54.48895,-1.14265
TS97AL,54.44660,-1.16889
TS97BB,54.43122,-1.21790
TS97JL,54.38975,-1.14098
TW105AA,51.46341,-0.28581
TW106HN,51.45568,-0.29222
TW106HW,51.45875,-0.28826
TW106HY,51.46136,-0.29025
TW106NE,51.45430,-0.29849
TW107AH,51.44506,-0.30367
TW107HN,51.43840,-0.31296
TW107NL,51.43695,-0.31975
TW107TS,51.43327,-0.31495
TW118RX,51.42955,-0.33984
TW118UH,51.43372,-0.34457
TW119BS,51.42216,-0.32600
TW119DD,51.42139,-0.32023
TW119PJ,51.42323,-0.31246
TW119RP,51.41832,-0.31117
TW11LF,51.45611,-0.32302
TW121HW,51.42777,-0.36074
TW122HP,51.41507,-0.37596
TW122JH,51.41943,-0.37530
TW122LA,51.41710,-0.37320
TW123AJ,51.42310,-0.36338
TW123HB,51.42903,-0.37410
TW123LT,51.42794,-0.37742
TW12EF,51.45613,-0.30996
TW134AB,51.44353,-0.41113
TW134LZ,51.43930,-0.42360
TW134QP,51.43783,-0.42321
TW134TQ,51.44373,-0.42657
TW135AL,51.44657,-0.40673
TW135LN,51.44204,-0.38244
TW136QQ,51.43694,-0.39090
TW136ST,51.42774,-0.39464
TW136UN,51.42835,-0.38823
TW137EF,51.44391,-0.40108
TW13BB,51.45097,-0.31906
TW13EN,51.45301,-0.32035
TW13HE,51.44960,-0.32732
TW140DG,51.45307,-0.39996
TW148ET,51.44881,-0.43469
TW149NP,51.45053,-0.42129
TW149QZ,51.45915,-0.43128
TW14LT,51.44749,-0.33453
TW151EX,51.42904,-0.44835
TW151LP,51.42614,-0.43614
TW152BW,51.42723,-0.45172
TW152DG,51.43062,-0.45863
TW152HZ,51.43601,-0.46557
TW153DU,51.43933,-0.47124
TW153HN,51.43741,-0.47936
TW165ED,51.41262,-0.40532
TW165LE,51.40816,-0.40158
TW166JE,51.41234,-0.41365
TW166LF,51.41476,-0.42101
TW166LT,51.41064,-0.42607
TW166LY,51.41354,-0.42469
TW166PG,51.41033,-0.42082
TW166QG,51.41479,-0.41749
TW167QL,51.42592,-0.41758
TW170JB,51.39852,-0.46322
TW170QE,51.40595,-0.46082
TW178EL,51.39661,-0.45388
TW179AD,51.39469,-0.45036
TW179EE,51.39465,-0.44224
TW181NB,51.42231,-0.48572
TW181PF,51.42648,-0.48771
TW181SB,51.41044,-0.48758
TW182EF,51.42755,-0.50483
TW183HD,51.42965,-0.52172
TW183HJ,51.42827,-0.52242
TW195DJ,51.45867,-0.56130
TW197DB,51.45473,-0.47194
TW197HU,51.45353,-0.47984
TW200NP,51.43165,-0.57042
TW200RU,51.42575,-0.57362
TW200RX,51.42519,-0.57798
TW200RY,51.42460,-0.57389
TW208DY,51.42516,-0.52414
TW208QD,51.40827,-0.53592
TW209LX,51.42723,-0.54436
TW25EG,51.44252,-0.34854
TW25EH,51.44241,-0.34925
TW25LH,51.43944,-0.35100
TW25NP,51.43707,-0.34760
TW25TU,51.44383,-0.34062
TW26EN,51.44739,-0.36867
TW26JW,51.44433,-0.36318
TW26LF,51.44856,-0.36611
TW26LH,51.44971,-0.36712
TW26QF,51.44544,-0.34032
TW27BB,51.45275,-0.36036
TW27BU,51.45313,-0.35984
TW27DE,51.45470,-0.34535
TW27SL,51.45216,-0.34028
TW31QZ,51.46941,-0.35632
TW32NW,51.46463,-0.35505
TW33BD,51.47209,-0.37836
TW33EJ,51.46841,-0.37499
TW33QQ,51.46407,-0.37287
TW34BX,51.47808,-0.35539
TW34DU,51.47485,-0.36097
TW34EP,51.47721,-0.36794
TW45JD,51.45783,-0.37621
TW45JW,51.46192,-0.37454
TW46HR,51.47009,-0.40121
TW46LB,51.47555,-0.41168
TW47AG,51.46706,-0.37914
TW47HE,51.46690,-0.38606
TW50AQ,51.48046,-0.38182
TW50NB,51.48205,-0.37528
TW50QR,51.48392,-0.36941
TW50RL,51.48747,-0.37273
TW59EF,51.48257,-0.38572
TW59HQ,51.48408,-0.38833
TW59PD,51.48761,-0.40653
TW59RU,51.48427,-0.41014
TW74HB,51.47294,-0.34780
TW75BB,51.47911,-0.32494
TW75BF,51.47565,-0.32786
TW75DB,51.48866,-0.33659
TW75ED,51.47789,-0.33409
TW75LJ,51.48058,-0.34145
TW75PN,51.48686,-0.33639
TW75XA,51.47895,-0.32770
TW76AB,51.47225,-0.32853
TW76AU,51.47777,-0.32319
TW76RQ,51.46942,-0.32498
TW76XF,51.46908,-0.33030
TW77DB,51.46571,-0.32563
TW77EE,51.46938,-0.32711
TW77QB,51.45632,-0.33365
TW80BJ,51.48760,-0.29697
TW80PG,51.48535,-0.30639
TW80PN,51.48480,-0.30494
TW89JF,51.48995,-0.31093
TW89LB,51.49230,-0.31640
TW89QT,51.49496,-0.29735
TW92HP,51.46896,-0.28969
TW93HJ,51.48021,-0.28606
TW94ES,51.47419,-0.27665
TW94LH,51.46855,-0.28393
UB100DB,51.53457,-0.44516
UB100EH,51.53964,-0.45123
UB100EJ,51.53731,-0.44506
UB100FW,51.54623,-0.46788
UB100PH,51.53126,-0.45170
UB108AB,51.55849,-0.46209
UB108JA,51.56992,-0.45167
UB108PH,51.55879,-0.43729
UB108QY,51.55996,-0.44444
UB108TS,51.56617,-0.43919
UB109DE,51.54233,-0.43747
UB109HT,51.54028,-0.44395
UB109PD,51.54400,-0.44784
UB11DD,51.50847,-0.39032
UB11DR,51.50772,-0.38301
UB11NX,51.51359,-0.38457
UB11SF,51.50828,-0.37824
UB12GU,51.53102,-0.37041
UB12HX,51.52012,-0.36539
UB12JE,51.51323,-0.37416
UB12JG,51.51250,-0.37241
UB12NH,51.52404,-0.37410
UB12PQ,51.52339,-0.37612
UB13BT,51.51016,-0.37335
UB13HX,51.51423,-0.36429
UB13HZ,51.51924,-0.36623
UB24DH,51.50160,-0.38098
UB24HT,51.50053,-0.36324
UB24JS,51.49680,-0.37574
UB24LA,51.49502,-0.37043
UB24LE,51.49531,-0.36584
UB24PA,51.50129,-0.37488
UB24RP,51.50190,-0.37322
UB25HF,51.49963,-0.38651
UB25JT,51.49814,-0.39414
UB25PF,51.49767,-0.38724
UB25QP,51.49841,-0.38208
UB25RN,51.49323,-0.37879
UB31JA,51.51267,-0.42586
UB31PB,51.49711,-0.43651
UB31PG,51.49816,-0.43941
UB32AB,51.50743,-0.41950
UB32JQ,51.51728,-0.41617
UB32PD,51.51762,-0.43854
UB32SE,51.51999,-0.42919
UB33NR,51.51168,-0.40903
UB34LQ,51.49549,-0.41966
UB35EW,51.49064,-0.43658
UB40LT,51.50877,-0.39807
UB40NR,51.52242,-0.39867
UB48BE,51.52867,-0.42098
UB48JP,51.52893,-0.43997
UB48LF,51.53606,-0.42853
UB48NF,51.53408,-0.42490
UB48SF,51.52677,-0.41759
UB49LE,51.53041,-0.39889
UB49LF,51.53178,-0.40154
UB49LW,51.53057,-0.39630
UB49QB,51.52656,-0.38774
UB54HB,51.55326,-0.36200
UB54HP,51.55169,-0.37507
UB54LB,51.55283,-0.35055
UB54QG,51.55416,-0.35033
UB55FE,51.55021,-0.37799
UB55LD,51.54424,-0.38516
UB55LQ,51.54346,-0.38243
UB56AG,51.54275,-0.36505
UB56BU,51.53596,-0.37600
UB56HW,51.53309,-0.39265
UB56NL,51.53594,-0.40278
UB56NW,51.53419,-0.40359
UB60PA,51.55077,-0.33605
UB60PB,51.55044,-0.33522
UB67AF,51.53793,-0.31181
UB67AP,51.53688,-0.31017
UB68JD,51.53718,-0.33543
UB68PR,51.53769,-0.34841
UB68QJ,51.53818,-0.34543
UB69AN,51.52594,-0.35257
UB69AW,51.52522,-0.35202
UB69EG,51.52721,-0.35548
UB69JU,51.53438,-0.35153
UB69TT,51.53229,-0.36486
UB70AU,51.48718,-0.48108
UB70JQ,51.48988,-0.45935
UB77NX,51.50389,-0.47884
UB77QJ,51.51284,-0.47357
UB77TX,51.49925,-0.47185
UB77UF,51.49699,-0.47374
UB78AB,51.51702,-0.47200
UB78AH,51.51669,-0.47337
UB79DL,51.49717,-0.46085
UB79EA,51.50525,-0.46649
UB81RB,51.54965,-0.47345
UB82BX,51.54261,-0.47488
UB82LX,51.53955,-0.48144
UB82PR,51.53744,-0.47283
UB82UA,51.54376,-0.48685
UB83BF,51.52161,-0.46028
UB83GA,51.51888,-0.46081
UB83NW,51.52802,-0.46637
