postcode,lat,lon
BA112BN,51.23368,-2.30208
BA112EF,51.23649,-2.30639
BA112HQ,51.24303,-2.31188
BA113AP,51.23401,-2.32445
BA113DB,51.23298,-2.32479
BA113QE,51.23619,-2.39974
BA114JF,51.23002,-2.33674
BA114LB,51.22831,-2.33969
BA114NE,51.20489,-2.37748
BA115AJ,51.21982,-2.31761
BA115JH,51.24506,-2.27214
BA116NZ,51.28293,-2.28352
BA116TG,51.26330,-2.28648
BA120EA,51.18249,-2.10994
BA120PN,51.15809,-2.04596
BA126EW,51.09082,-2.26328
BA126NL,51.08517,-2.31350
BA127AP,51.17386,-2.14040
BA127LW,51.17127,-2.26150
BA128AB,51.18269,-2.20416
BA128JA,51.20487,-2.18696
BA128LF,51.20071,-2.18763
BA128NT,51.20143,-2.19501
BA129AA,51.20637,-2.17852
BA129DR,51.20237,-2.16398
BA129EZ,51.19875,-2.15661
BA129JJ,51.20437,-2.17246
BA129JY,51.20058,-2.16725
BA12SN,51.38893,-2.36659
BA133LY,51.26102,-2.19638
BA133NY,51.26041,-2.19104
BA133QH,51.25703,-2.18899
BA133UA,51.26510,-2.17630
BA133UR,51.25166,-2.20101
BA134AN,51.22914,-2.25076
BA134DY,51.24709,-2.21947
BA134RL,51.27137,-2.12270
BA13LL,51.38676,-2.39490
BA140BB,51.31741,-2.21356
BA140DJ,51.31156,-2.21784
BA140JG,51.30659,-2.21787
BA140PS,51.30929,-2.20804
BA140TA,51.29210,-2.21174
BA146AZ,51.29887,-2.17431
BA146GD,51.31831,-2.18091
BA146LP,51.34392,-2.15321
BA146LU,51.32249,-2.11995
BA146NZ,51.34192,-2.20880
BA146RA,51.35731,-2.19489
BA147EB,51.32250,-2.19378
BA147GN,51.32530,-2.18025
BA147HE,51.31469,-2.20026
BA147SB,51.33595,-2.18721
BA148TE,51.32738,-2.19997
BA149DU,51.32089,-2.22368
BA149EA,51.31839,-2.21682
BA149EH,51.31641,-2.21986
BA149EN,51.31724,-2.22130
BA149JQ,51.31150,-2.22770
BA149PH,51.29465,-2.23345
BA14EH,51.39489,-2.39357
BA14JR,51.40073,-2.39703
BA151DZ,51.35209,-2.25920
BA151LE,51.34189,-2.25149
BA151ST,51.35211,-2.25037
BA152BY,51.33173,-2.27917
BA152JN,51.34983,-2.28332
BA15PZ,51.39577,-2.36164
BA160AD,51.13037,-2.73245
BA160HB,51.12413,-2.73821
BA160HH,51.12542,-2.73327
BA160PR,51.11669,-2.74850
BA160PS,51.11614,-2.74832
BA169LA,51.12452,-2.76883
BA16ND,51.39890,-2.35086
BA16NY,51.39948,-2.34932
BA16TG,51.39965,-2.34695
BA17EP,51.40897,-2.31984
BA17UB,51.39964,-2.30126
BA18DB,51.41367,-2.35076
BA19AB,51.39326,-2.40700
BA201AY,50.94334,-2.63965
BA202DU,50.94330,-2.64679
BA202PW,50.93232,-2.65261
BA20FY,51.34308,-2.49293
BA20JR,51.32907,-2.47169
BA213DB,50.94828,-2.64770
BA213JD,50.94528,-2.65692
BA213SN,50.94840,-2.66633
BA214EG,50.94457,-2.62993
BA214EN,50.94352,-2.62704
BA214ET,50.94424,-2.62537
BA214JW,50.94723,-2.62290
BA214LD,50.94670,-2.61981
BA214NH,50.95678,-2.62401
BA214NZ,50.95816,-2.62488
BA214PG,50.95395,-2.63328
BA215AZ,50.94725,-2.61526
BA215FH,50.95858,-2.60832
BA215RL,50.95424,-2.61741
BA21LG,51.36803,-2.39487
BA21QR,51.37876,-2.40177
BA21RW,51.38117,-2.40334
BA227DE,51.04599,-2.52303
BA228JL,51.00951,-2.69076
BA228PX,50.97174,-2.71298
BA228RD,50.96884,-2.67868
BA229AS,50.91888,-2.69077
BA229HY,50.91435,-2.65758
BA229TH,50.92043,-2.62640
BA22BN,51.36209,-2.38149
BA22DE,51.36912,-2.37363
BA22DQ,51.37074,-2.37636
BA22JL,51.37354,-2.38356
BA22UN,51.35707,-2.37525
BA23LA,51.37631,-2.37188
BA23NR,51.37310,-2.37506
BA23RF,51.38126,-2.37732
BA24JG,51.37798,-2.35313
BA24RE,51.37226,-2.36031
BA25JQ,51.35933,-2.34816
BA25RF,51.35600,-2.37109
BA26NN,51.38907,-2.34606
BA26TQ,51.39747,-2.31879
BA27AD,51.36295,-2.33491
BA27LU,51.30042,-2.32911
BA27WE,51.33937,-2.30511
BA28DH,51.31503,-2.42862
BA28NB,51.30387,-2.40651
BA28PA,51.35351,-2.38219
BA28QS,51.32374,-2.37204
BA29HS,51.36110,-2.47979
BA32AG,51.29002,-2.47409
BA32DR,51.28698,-2.48064
BA32JD,51.28417,-2.48699
BA32JN,51.28464,-2.48729
BA32LP,51.28449,-2.49557
BA32UD,51.27709,-2.48283
BA33AL,51.28298,-2.47194
BA33DE,51.29845,-2.44252
BA33NG,51.28775,-2.42681
BA33NQ,51.28803,-2.42987
BA33QH,51.28974,-2.44566
BA33XX,51.28299,-2.47057
BA34AD,51.28061,-2.47931
BA34BD,51.27647,-2.47201
BA34EX,51.26142,-2.50081
BA34LL,51.27517,-2.57900
BA35AQ,51.22422,-2.52403
BA35LG,51.22243,-2.48323
BA35PN,51.24520,-2.45623
BA35QQ,51.22349,-2.44326
BA35TE,51.27191,-2.44099
BA35XU,51.27833,-2.38967
BA44PL,51.18846,-2.50548
BA45HE,51.19215,-2.54658
BA45JQ,51.19330,-2.55858
BA45LA,51.18957,-2.54577
BA45PF,51.18909,-2.54175
BA46AU,51.15263,-2.41098
BA46EH,51.15133,-2.50418
BA46RB,51.12497,-2.53801
BA51HL,51.23682,-2.71629
BA51LQ,51.20621,-2.69483
BA51RD,51.18447,-2.67526
BA51TS,51.20418,-2.65977
BA51TZ,51.20449,-2.65847
BA52NR,51.21241,-2.65406
BA52QL,51.21120,-2.64842
BA52TJ,51.21361,-2.64187
BA53BE,51.25855,-2.67924
BA53EB,51.22387,-2.60932
BA53QL,51.19661,-2.58418
BA68NT,51.14121,-2.64378
BA68PX,51.11190,-2.65380
BA68SX,51.10093,-2.68495
BA69BY,51.15243,-2.71454
BA69DR,51.14800,-2.71563
BA69EX,51.14697,-2.71921
BA69NS,51.14344,-2.73142
BA69SP,51.17128,-2.78228
BA77EH,51.08685,-2.51534
BA77JJ,51.09637,-2.51076
BA77PX,51.08139,-2.58115
BA80BW,51.01768,-2.43056
BA80HP,51.00298,-2.41569
BA80QD,50.97839,-2.39597
BA99BX,51.05572,-2.42442
BA99DH,51.05588,-2.41047
BA99EL,51.05298,-2.41205
BB101JD,53.80637,-2.23802
BB102AT,53.80348,-2.22042
BB102JU,53.81366,-2.20171
BB102NE,53.81975,-2.22793
BB102NH,53.80973,-2.21724
BB102PZ,53.81191,-2.22704
BB103AA,53.79418,-2.23118
BB103DA,53.80204,-2.23031
BB103ES,53.80151,-2.22566
BB103LR,53.78928,-2.19182
BB104BH,53.79145,-2.22998
BB104PB,53.78419,-2.21915
BB104SU,53.75416,-2.19256
BB112DL,53.79134,-2.23913
BB112PH,53.77857,-2.25318
BB113DF,53.78249,-2.22202
BB113EJ,53.78138,-2.23035
BB113HP,53.78374,-2.23358
BB113PU,53.77968,-2.23381
BB114DT,53.78171,-2.26364
BB114LB,53.78531,-2.25582
BB114PF,53.78567,-2.25934
BB114RB,53.77742,-2.25680
BB115AE,53.78711,-2.26350
BB115BT,53.77881,-2.26718
BB115JS,53.78042,-2.26471
BB115RF,53.78026,-2.31748
BB11DF,53.74600,-2.47269
BB11ES,53.74559,-2.47388
BB11NE,53.74732,-2.46295
BB11PY,53.74110,-2.45388
BB11SE,53.74175,-2.46479
BB120BN,53.80002,-2.24721
BB120BU,53.79817,-2.24728
BB120HL,53.79335,-2.26722
BB120JD,53.79756,-2.26359
BB126AJ,53.79202,-2.28021
BB126DY,53.79287,-2.27241
BB126ED,53.79314,-2.27137
BB126HW,53.78875,-2.28166
BB126HZ,53.79065,-2.28193
BB126LN,53.79169,-2.28649
BB126NX,53.79582,-2.29507
BB127AX,53.79612,-2.31435
BB127BN,53.79335,-2.31466
BB127HR,53.80634,-2.34319
BB127PE,53.80686,-2.35482
BB128HT,53.80357,-2.31712
BB128SJ,53.79760,-2.30481
BB128ST,53.79725,-2.29960
BB128TG,53.79565,-2.30392
BB129ED,53.83526,-2.25771
BB129EU,53.82508,-2.28918
BB129JP,53.84970,-2.27099
BB12DR,53.74469,-2.43378
BB12EL,53.74413,-2.44446
BB12ET,53.73776,-2.44608
BB12HP,53.74298,-2.44973
BB12NY,53.71676,-2.42930
BB12PW,53.73683,-2.45559
BB13HY,53.75135,-2.44518
BB14DT,53.76997,-2.42061
BB14ED,53.77086,-2.41850
BB14HT,53.76668,-2.41787
BB14JF,53.76694,-2.41336
BB15BN,53.75225,-2.47383
BB15LB,53.75587,-2.46521
BB15PE,53.75901,-2.46496
BB16LE,53.75207,-2.47776
BB16NY,53.75863,-2.47557
BB185EN,53.92125,-2.18865
BB185LS,53.91869,-2.18928
BB185TB,53.91146,-2.17822
BB185UD,53.90672,-2.16833
BB186EZ,53.92130,-2.17508
BB186SJ,53.91343,-2.13672
BB186UD,53.89671,-2.15152
BB18EG,53.75771,-2.48500
BB18HQ,53.76143,-2.47471
BB18LH,53.76665,-2.49709
BB18QA,53.76758,-2.48681
BB18QN,53.77022,-2.48473
BB19EQ,53.79735,-2.49180
BB19RP,53.77142,-2.47312
BB19TH,53.76234,-2.47554
BB21LQ,53.74759,-2.48687
BB21QU,53.74793,-2.49508
BB21SN,53.74660,-2.49266
BB22JR,53.74248,-2.49428
BB22LD,53.74264,-2.48827
BB22LZ,53.73981,-2.49507
BB22PN,53.74072,-2.50306
BB22RY,53.73683,-2.50716
BB23HJ,53.73782,-2.47052
BB23HP,53.74002,-2.47342
BB23NF,53.72933,-2.48246
BB23NX,53.73393,-2.48339
BB23UG,53.72678,-2.47723
BB24EW,53.73444,-2.50053
BB24JJ,53.72474,-2.48932
BB24NW,53.72182,-2.50141
BB24QG,53.72825,-2.50768
BB24SR,53.72951,-2.51447
BB24TT,53.72958,-2.50830
BB25EG,53.72404,-2.53758
BB25EP,53.72722,-2.53747
BB25NX,53.72928,-2.52594
BB26DF,53.75338,-2.49596
BB26HQ,53.75306,-2.50316
BB26JP,53.75191,-2.50402
BB26LX,53.74946,-2.50739
BB26QQ,53.75212,-2.51564
BB26TD,53.74202,-2.51085
BB27HX,53.78052,-2.53684
BB27JT,53.77343,-2.53235
BB27LL,53.78609,-2.56364
BB30AA,53.70959,-2.48131
BB30AL,53.71511,-2.48433
BB30EY,53.70130,-2.46364
BB30HY,53.70685,-2.48319
BB30LX,53.70604,-2.51563
BB30QP,53.72368,-2.46518
BB30RB,53.71871,-2.46806
BB31AF,53.69638,-2.47080
BB31HZ,53.70293,-2.48197
BB31NN,53.70210,-2.47833
BB32BW,53.69080,-2.45782
BB32DN,53.69429,-2.45864
BB32JA,53.68103,-2.45412
BB32JT,53.68162,-2.46355
BB32RW,53.69463,-2.46922
BB32SG,53.69083,-2.47060
BB33EB,53.69670,-2.45623
BB33HD,53.69434,-2.46561
BB33NH,53.69669,-2.43204
BB44BJ,53.70212,-2.32396
BB44EH,53.69165,-2.31866
BB44EY,53.68942,-2.32029
BB44EZ,53.68904,-2.32682
BB44JW,53.68937,-2.33197
BB45HQ,53.70693,-2.32668
BB45NH,53.70516,-2.31756
BB45NP,53.70318,-2.31511
BB46DX,53.69310,-2.29156
BB46LR,53.69103,-2.31244
BB46RX,53.69906,-2.30167
BB46SJ,53.69738,-2.30677
BB47BJ,53.69343,-2.24740
BB47UA,53.69584,-2.25770
BB47UE,53.69727,-2.25785
BB48AN,53.72675,-2.28541
BB48HW,53.70830,-2.28488
BB48RZ,53.70455,-2.28964
BB48SU,53.70435,-2.29114
BB49DA,53.69372,-2.24589
BB49EZ,53.69909,-2.25560
BB49JE,53.70278,-2.25015
BB49PX,53.72656,-2.24308
BB50JD,53.74744,-2.37969
BB50LD,53.74573,-2.38407
BB50LU,53.74433,-2.37705
BB50NN,53.74006,-2.37419
BB50NW,53.73922,-2.37623
BB51DW,53.75863,-2.36846
BB51ST,53.75457,-2.37910
BB52AN,53.75007,-2.35204
BB52AQ,53.75096,-2.35521
BB52HS,53.74706,-2.36196
BB52LH,53.74608,-2.36124
BB52QY,53.73851,-2.35243
BB52RQ,53.73447,-2.34731
BB52SW,53.72388,-2.33054
BB53AA,53.74436,-2.38797
BB53BT,53.73946,-2.39349
BB53DA,53.74742,-2.39261
BB53DD,53.74728,-2.39203
BB53EA,53.74474,-2.39055
BB53JG,53.74266,-2.40243
BB53LG,53.74431,-2.39898
BB53SQ,53.73393,-2.37073
BB54AY,53.76120,-2.37737
BB54DN,53.75940,-2.38526
BB54FF,53.76146,-2.37240
BB54HG,53.75372,-2.38730
BB54QA,53.74663,-2.41187
BB54QG,53.74520,-2.40639
BB55HT,53.77410,-2.38650
BB55NH,53.77273,-2.38184
BB55RJ,53.77676,-2.37980
BB55UH,53.79075,-2.35450
BB56AD,53.75682,-2.36223
BB56LR,53.77130,-2.34232
BB56QR,53.75744,-2.35486
BB67ES,53.78187,-2.40645
BB67JQ,53.78353,-2.41220
BB67QA,53.78912,-2.40708
BB67SN,53.78987,-2.39609
BB68AB,53.80972,-2.44101
BB68EQ,53.80232,-2.45026
BB71AG,53.87018,-2.39158
BB71ED,53.86715,-2.39429
BB71EJ,53.86701,-2.39198
BB71EL,53.86808,-2.39051
BB71NW,53.87252,-2.38446
BB72AL,53.87638,-2.38778
BB72DJ,53.87467,-2.38851
BB72LN,53.86966,-2.40301
BB73BG,53.94600,-2.52474
BB73ER,53.96603,-2.44236
BB73JE,53.89228,-2.40343
BB74AS,53.89355,-2.35193
BB74ET,53.93432,-2.26296
BB74NP,53.94008,-2.32590
BB74QS,53.91013,-2.35946
BB79AZ,53.84207,-2.39938
BB79DZ,53.83277,-2.33860
BB79ED,53.82988,-2.34028
BB79JA,53.81560,-2.42660
BB79QJ,53.83706,-2.47614
BB79SY,53.82151,-2.40785
BB80HP,53.85556,-2.16730
BB80HW,53.85566,-2.16625
BB80QJ,53.85851,-2.15860
BB87AA,53.86140,-2.14293
BB87DP,53.86395,-2.15558
BB87JE,53.86334,-2.12150
BB87JR,53.86695,-2.17682
BB87NN,53.87240,-2.16492
BB88JE,53.84983,-2.18840
BB88JF,53.84908,-2.18816
BB88JT,53.84690,-2.19173
BB88RN,53.84647,-2.13712
BB89AR,53.85650,-2.17873
BB90BE,53.83186,-2.21485
BB90DQ,53.83255,-2.21890
BB90NX,53.83433,-2.19105
BB90PR,53.82636,-2.22216
BB90PY,53.82798,-2.21748
BB90TL,53.83504,-2.20368
BB95AW,53.82251,-2.23287
BB95BE,53.82281,-2.23057
BB95BL,53.82376,-2.22465
BB96EA,53.85073,-2.21765
BB96LS,53.86836,-2.21434
BB96NX,53.85599,-2.24667
BB96QT,53.84997,-2.22706
BB97HF,53.83608,-2.21981
BB97QH,53.83930,-2.21185
BB97RF,53.84144,-2.20853
BB97SY,53.83706,-2.22146
BB98BP,53.83829,-2.18323
BB98HD,53.84515,-2.21252
BB98JJ,53.84054,-2.19221
BB98LF,53.84378,-2.19438
BB99AG,53.83344,-2.21169
BB99TQ,53.83772,-2.21061
BD100EF,53.82501,-1.71353
BD100QA,53.82557,-1.71705
BD108LU,53.84069,-1.73391
BD108PJ,53.84145,-1.73215
BD108QN,53.82911,-1.73630
BD109AQ,53.84104,-1.72629
BD109AX,53.83240,-1.71401
BD109BG,53.83124,-1.71781
BD109PY,53.83473,-1.72893
BD111JY,53.75380,-1.66342
BD112JE,53.75462,-1.68959
BD120NN,53.75669,-1.75755
BD120TL,53.75506,-1.77039
BD127EZ,53.74934,-1.73380
BD128AL,53.74257,-1.77138
BD128SA,53.73316,-1.77137
BD129EL,53.73987,-1.75980
BD131LN,53.77251,-1.85513
BD132AS,53.76346,-1.84745
BD132AW,53.76654,-1.84970
BD132ND,53.76358,-1.85361
BD132RH,53.77030,-1.82165
BD133BH,53.79142,-1.82165
BD133NN,53.79061,-1.85535
BD134AY,53.80337,-1.89517
BD134HH,53.78794,-1.88687
BD135AD,53.82733,-1.89466
BD135DA,53.82466,-1.90008
BD146AD,53.78216,-1.81749
BD146DD,53.78469,-1.81656
BD146HW,53.78491,-1.80738
BD150AE,53.82424,-1.85952
BD157HB,53.80437,-1.82237
BD157NE,53.79979,-1.82108
BD157PQ,53.80111,-1.82307
BD157YD,53.79699,-1.82667
BD159JU,53.81696,-1.83195
BD161EE,53.84099,-1.82781
BD161HB,53.84432,-1.83649
BD161LJ,53.84059,-1.87182
BD161SY,53.82684,-1.82092
BD161TZ,53.83043,-1.81750
BD162EP,53.86489,-1.84813
BD162PP,53.84560,-1.83016
BD162RS,53.85579,-1.84604
BD163LE,53.85282,-1.81852
BD164HQ,53.84977,-1.82878
BD164JS,53.84964,-1.83235
BD175DH,53.84813,-1.77809
BD175RH,53.84219,-1.79417
BD176DN,53.84646,-1.75603
BD176TE,53.85437,-1.75246
BD177LY,53.84287,-1.78616
BD181AA,53.82832,-1.76106
BD181HD,53.83718,-1.75133
BD182ES,53.82878,-1.76959
BD182NT,53.83434,-1.76159
BD182PT,53.82900,-1.77904
BD183HZ,53.83616,-1.78618
BD183JE,53.83652,-1.78655
BD184NJ,53.83702,-1.79613
BD184NR,53.83623,-1.79370
BD184RL,53.83353,-1.78949
BD193AQ,53.72642,-1.72825
BD193SA,53.72335,-1.70950
BD194BE,53.74397,-1.69183
BD194NA,53.72790,-1.68654
BD194PX,53.73052,-1.68499
BD196DN,53.72969,-1.75430
BD196HR,53.72987,-1.72668
BD200JJ,53.91497,-1.93080
BD205AB,53.87743,-1.88972
BD205SE,53.87527,-1.85476
BD206EB,53.87815,-1.91437
BD206ED,53.88062,-1.91671
BD206LH,53.87609,-1.91641
BD206NN,53.89527,-1.94788
BD207ES,53.89565,-1.99082
BD207JS,53.89371,-1.99120
BD207RL,53.89970,-1.98887
BD208HB,53.91025,-2.07504
BD208NA,53.91875,-2.01565
BD208PJ,53.90016,-1.99569
BD208UX,53.89818,-1.97154
BD209BH,53.90870,-1.98325
BD209EF,53.93377,-1.99850
BD211AR,53.85737,-1.91565
BD211BW,53.85575,-1.91919
BD211JF,53.86219,-1.91740
BD212ND,53.86591,-1.91891
BD212RD,53.86908,-1.91842
BD213AD,53.86965,-1.90999
BD213JL,53.87256,-1.90276
BD214LW,53.87070,-1.88622
BD214QH,53.86451,-1.90169
BD214RU,53.86161,-1.89353
BD21JL,53.82134,-1.74010
BD21JP,53.81973,-1.74327
BD21LQ,53.81762,-1.75301
BD220DF,53.88459,-2.05097
BD220HA,53.82958,-1.98650
BD220HZ,53.83672,-1.99370
BD220PP,53.86661,-1.94980
BD226HZ,53.86845,-1.93162
BD226JP,53.86672,-1.92541
BD226NP,53.85936,-1.92736
BD227AX,53.84830,-1.92491
BD227DU,53.85451,-1.92683
BD227HX,53.84518,-1.94800
BD228DW,53.83158,-1.95374
BD229DL,53.83522,-1.93494
BD229LH,53.81097,-1.95484
BD22DU,53.82052,-1.72018
BD231ET,53.96135,-2.01251
BD231PE,53.96263,-2.01900
BD231PJ,53.96256,-2.02383
BD231PL,53.96306,-2.02213
BD231QL,53.96381,-2.02734
BD231UQ,53.96274,-2.03691
BD232AP,53.95765,-2.02042
BD232DB,53.95357,-2.02165
BD232ES,53.95923,-2.01226
BD232QS,53.94578,-2.01473
BD232SJ,53.95353,-2.01459
BD233DE,53.94364,-2.04192
BD233RE,53.98385,-2.10797
BD233SX,53.93498,-2.14113
BD234BY,54.05414,-2.15481
BD234HA,54.00578,-2.22779
BD234PN,54.02040,-2.25355
BD235BS,54.07366,-2.01442
BD235HX,54.15084,-2.05397
BD235LB,54.07060,-1.99778
BD235NP,54.06877,-2.00484
BD236BP,54.04865,-1.95179
BD236HE,53.97253,-1.87933
BD236LQ,54.03419,-2.04219
BD236RH,53.98018,-1.99045
BD23DE,53.81196,-1.73076
BD23JD,53.80900,-1.71772
BD23NS,53.81494,-1.71824
BD23PU,53.80996,-1.71705
BD240AU,54.07210,-2.28523
BD240BJ,54.07182,-2.29086
BD249BW,54.06783,-2.28074
BD24ED,53.81638,-1.74167
BD24ES,53.81690,-1.73837
BD24PR,53.80733,-1.73500
BD30AB,53.79900,-1.73005
BD30DU,53.80208,-1.73867
BD30HW,53.80416,-1.74735
BD30LT,53.80564,-1.74608
BD30QT,53.79776,-1.73638
BD37AU,53.79608,-1.70885
BD37JF,53.80142,-1.72243
BD38HE,53.79538,-1.71505
BD38QQ,53.79907,-1.72229
BD38QX,53.79843,-1.72648
BD39EG,53.79439,-1.72814
BD39ND,53.79246,-1.72712
BD40EQ,53.78188,-1.70572
BD40LS,53.77388,-1.70491
BD46AF,53.76724,-1.73622
BD46JF,53.76619,-1.72031
BD46NR,53.76486,-1.69992
BD46PH,53.75969,-1.70011
BD47EB,53.78585,-1.74574
BD47QS,53.77786,-1.73435
BD47RH,53.77806,-1.73532
BD48DX,53.78790,-1.71625
BD48ER,53.78995,-1.70144
BD48RG,53.77991,-1.72660
BD49AE,53.77402,-1.71671
BD49PY,53.77102,-1.71905
BD50BE,53.78641,-1.76143
BD50HD,53.78640,-1.75038
BD50JD,53.78694,-1.76026
BD50NG,53.78493,-1.76504
BD50RB,53.78329,-1.75855
BD57DQ,53.77905,-1.75944
BD57HU,53.77823,-1.75520
BD57RR,53.78058,-1.75719
BD58BT,53.77630,-1.75044
BD58DB,53.77571,-1.74644
BD59DS,53.77551,-1.76808
BD59ET,53.77400,-1.77724
BD59HL,53.77885,-1.77729
BD59LQ,53.77964,-1.77422
BD59NR,53.77314,-1.76334
BD61RL,53.76785,-1.77660
BD61SR,53.76205,-1.77539
BD61ST,53.76308,-1.77908
BD62BS,53.76210,-1.79690
BD62PG,53.75388,-1.78320
BD63DQ,53.77084,-1.80147
BD63NR,53.76650,-1.81011
BD63PX,53.76514,-1.79412
BD63ST,53.76823,-1.79625
BD72AH,53.79277,-1.77861
BD72AN,53.79101,-1.78838
BD72EU,53.78692,-1.78281
BD72QN,53.79181,-1.79471
BD73AY,53.78571,-1.77265
BD73HU,53.78694,-1.77891
BD73JT,53.78166,-1.78173
BD73NR,53.77702,-1.78294
BD74BE,53.77772,-1.80188
BD74HA,53.77903,-1.78955
BD80DH,53.79893,-1.80890
BD80HJ,53.79686,-1.79927
BD87DJ,53.80647,-1.76027
BD87DX,53.80501,-1.76043
BD87ND,53.81459,-1.76543
BD87PL,53.80726,-1.77411
BD88DA,53.80405,-1.77269
BD88DL,53.80221,-1.77036
BD88HT,53.80206,-1.76640
BD88HY,53.80051,-1.76689
BD88RG,53.80514,-1.77470
BD89AR,53.79775,-1.78293
BD89HZ,53.80144,-1.78326
BD89JL,53.80361,-1.78385
BD89NR,53.80265,-1.78753
BD89QW,53.80181,-1.78883
BD89RG,53.79674,-1.78808
BD94BQ,53.81522,-1.78741
BD94DA,53.81649,-1.78587
BD94HP,53.82100,-1.77172
BD95AD,53.80693,-1.78039
BD95AT,53.80927,-1.78484
BD95DF,53.81026,-1.78824
BD96AL,53.81755,-1.80933
BD96LL,53.81651,-1.80813
BD96NA,53.81990,-1.81345
BD96RB,53.80375,-1.79623
BD96RY,53.81796,-1.80703
BH104EX,50.74837,-1.88942
BH104HT,50.74717,-1.89108
BH104JA,50.74665,-1.89954
BH105BD,50.75637,-1.88534
BH105HS,50.75608,-1.89868
BH105HT,50.75581,-1.90036
BH118HB,50.75767,-1.91491
BH119DG,50.76828,-1.90304
BH119EH,50.76746,-1.91112
BH119JJ,50.76260,-1.92029
BH119JN,50.76249,-1.91363
BH119JW,50.76453,-1.92027
BH119UN,50.77047,-1.93710
BH11PA,50.72352,-1.86827
BH121PG,50.73437,-1.91055
BH122BG,50.73143,-1.92722
BH123DT,50.73424,-1.94430
BH123DX,50.73526,-1.94583
BH124DZ,50.73696,-1.92474
BH124HS,50.74243,-1.93388
BH124HU,50.73874,-1.92943
BH124JG,50.74602,-1.92904
BH124LL,50.74832,-1.93429
BH125BN,50.74388,-1.91067
BH125ED,50.74409,-1.90855
BH136AS,50.72507,-1.91842
BH140PZ,50.72744,-1.96349
BH148JX,50.70811,-1.93814
BH148UL,50.72050,-1.94956
BH149HL,50.72533,-1.93569
BH14DJ,50.72794,-1.85086
BH14DZ,50.72937,-1.84810
BH14NB,50.73119,-1.83808
BH151QB,50.71510,-1.98155
BH152BW,50.72451,-1.98380
BH152HF,50.72528,-1.97406
BH153AA,50.73493,-1.98140
BH153HY,50.73697,-1.96470
BH153JR,50.72916,-1.98441
BH153QQ,50.72788,-1.96854
BH154AX,50.71402,-2.00369
BH154BQ,50.71545,-2.00328
BH154DG,50.71264,-2.00478
BH165AH,50.72580,-2.02410
BH165LQ,50.73721,-2.03501
BH165NQ,50.73763,-2.03776
BH166DY,50.75379,-2.07956
BH166JD,50.74113,-2.05866
BH177EP,50.74587,-1.98682
BH177HX,50.75005,-1.99263
BH178AP,50.74876,-1.96460
BH178PJ,50.73986,-1.97281
BH178RE,50.74866,-1.96661
BH178WG,50.74750,-1.96783
BH179JU,50.75444,-1.98030
BH179NG,50.75076,-1.98270
BH188AA,50.76244,-1.99472
BH188AE,50.76424,-1.98611
BH189BG,50.76963,-2.00600
BH189BW,50.76143,-2.00836
BH191QE,50.62190,-1.96555
BH192EY,50.60583,-1.96267
BH192PH,50.61140,-1.98402
BH193HB,50.60981,-2.00342
BH204PF,50.68270,-2.12316
BH204PG,50.68700,-2.11614
BH205AD,50.67659,-2.10916
BH205EE,50.63644,-2.05406
BH205SA,50.62537,-2.24246
BH206BT,50.67847,-2.21925
BH206DS,50.67881,-2.22640
BH206LE,50.69874,-2.24567
BH206NU,50.69259,-2.22652
BH207BN,50.71084,-2.09760
BH211BX,50.79996,-1.97865
BH211PL,50.80254,-1.98706
BH211SD,50.78630,-1.97227
BH212HN,50.80549,-1.94982
BH212LZ,50.80879,-1.95175
BH212SS,50.80734,-1.97068
BH213HQ,50.77735,-2.01515
BH213PX,50.76754,-2.01755
BH213TR,50.77094,-2.02373
BH214AY,50.79617,-2.07356
BH214DT,50.80628,-2.00490
BH214EE,50.80271,-2.00960
BH214JN,50.84548,-1.97028
BH215AP,50.85814,-2.01720
BH215LX,50.90923,-1.95783
BH215QB,50.91925,-1.91966
BH215RP,50.92146,-1.91917
BH216RF,50.85400,-1.88604
BH217AB,50.80999,-1.96652
BH217LX,50.78996,-1.92440
BH220DA,50.82054,-1.87427
BH220DY,50.82193,-1.87861
BH220JF,50.82999,-1.88962
BH228QE,50.79307,-1.89258
BH229EY,50.80613,-1.90237
BH229FB,50.80161,-1.89854
BH229UP,50.80244,-1.89969
BH231HX,50.73247,-1.77787
BH231JF,50.73302,-1.78176
BH231PJ,50.73734,-1.78412
BH232AA,50.73964,-1.78461
BH232AE,50.73998,-1.78515
BH232NH,50.75031,-1.78579
BH233AS,50.73863,-1.75433
BH233AU,50.74082,-1.75567
BH233DA,50.74408,-1.74570
BH233HH,50.73373,-1.75730
BH233HP,50.73379,-1.75301
BH234QD,50.74658,-1.72231
BH235AZ,50.74540,-1.70462
BH236BP,50.78051,-1.86398
BH237JY,50.75754,-1.77021
BH238ET,50.78565,-1.77170
BH238JH,50.77793,-1.73060
BH241LG,50.84506,-1.78785
BH241NH,50.84353,-1.78125
BH241SE,50.84828,-1.78374
BH242LE,50.83780,-1.82246
BH243LA,50.85897,-1.77105
BH244AP,50.82748,-1.69682
BH255AA,50.75644,-1.63615
BH255FN,50.75642,-1.64075
BH256DS,50.74941,-1.66065
BH256PZ,50.74720,-1.66019
BH256RS,50.75060,-1.66378
BH256SY,50.75008,-1.66702
BH25LH,50.71867,-1.88881
BH316JF,50.87263,-1.88215
BH317HE,50.88156,-1.87269
BH317PG,50.88551,-1.87721
